row_index,brand,name,slug,longevity_score,sillage_score,versatility_score,matched_source,matched_url,matched_confidence,recommended_next_action,notes
298,Guerlain,Cuir Béluga Eau de Parfum,guerlain-cuir-beluga-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/cuir-beluga-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
299,Nasomatto,Black Afgano Extrait de Parfum,nasomatto-black-afgano-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nasomatto/Black_Afgano,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
300,Tom Ford,Tuscan Leather Eau de Parfum,tom-ford-tuscan-leather-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Tuscan_Leather_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
301,Initio,Musk Therapy Extrait de Parfum,initio-musk-therapy-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/musk-therapy-extrait-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
302,Goldfield & Banks,Pacific Rock Moss,goldfield-and-banks-pacific-rock-moss,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Goldfield__Banks/Pacific_Rock_Moss,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
303,Tauer Perfumes,№ 02 - L'Air du Désert Marocain Eau de Toilette Intense,tauer-perfumes-02-lair-du-desert-marocain-eau-de-toilette-intense,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tauer/no-02-l-air-du-desert-marocain-eau-de-toilette-intense,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
304,Acqua di Parma,Fico di Amalfi,acqua-di-parma-fico-di-amalfi,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Acqua_di_Parma/fico-di-amalfi,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
305,Xerjoff,Amber Star,xerjoff-amber-star,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/amber-star,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
306,Nasomatto,Baraonda Extrait de Parfum,nasomatto-baraonda-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nasomatto/Baraonda,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
307,Guerlain,Spiritueuse Double Vanille,guerlain-spiritueuse-double-vanille,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/Spiritueuse_Double_Vanille,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
308,Byredo,Bal d'Afrique Eau de Parfum,byredo-bal-dafrique-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Byredo/Bal_d_Afrique_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
309,Sospiro,Vibrato,sospiro-vibrato,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Sospiro/vibrato,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
310,bdk Parfums,Gris Charnel Extrait,bdk-parfums-gris-charnel-extrait,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/bdk_Parfums/gris-charnel-extrait,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
311,Editions de Parfums Frédéric Malle,Musc Ravageur Eau de Parfum,editions-de-parfums-frederic-malle-musc-ravageur-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/musc-ravageur-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
312,Maison Francis Kurkdjian,Oud Satin Mood Extrait de Parfum,maison-francis-kurkdjian-oud-satin-mood-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/Oud_Satin_Mood_Extrait_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
313,Al Haramain,Détour Noir,al-haramain-detour-noir,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Al_Haramain/Detour_Noir,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
314,Initio,Rehab,initio-rehab,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/Rehab,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
315,Roja Parfums,Isola Blu Parfum,roja-parfums-isola-blu-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roja_Parfums/isola-blu-parfum-oligarch-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
316,Xerjoff,Renaissance,xerjoff-renaissance,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/renaissance,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
317,Maison Crivelli,Oud Maracujá,maison-crivelli-oud-maracuja,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Crivelli/oud-maracuja,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
318,French Avenue,Liquid Brun,french-avenue-liquid-brun,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/french-avenue/liquid-brun,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
319,Kinetic Perfumes,Sillage,kinetic-perfumes-sillage,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/kinetic-perfumes/sillage,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
320,Celine,Black Tie Eau de Parfum,celine-black-tie-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Celine/black-tie-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
321,Roja Parfums,Amber Aoud Parfum,roja-parfums-amber-aoud-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roja_Parfums/Amber_Aoud,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
322,Guerlain,Tonka Impériale,guerlain-tonka-imperiale,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/Tonka_Imperiale,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
323,Tauer Perfumes,Au Coeur du Désert,tauer-perfumes-au-coeur-du-desert,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tauer/Au_Coeur_du_Desert,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
324,Creed,Royal Oud,creed-royal-oud,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Creed/Royal_Oud,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
325,Lattafa,Liam,lattafa-liam,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Lattafa/liam,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
326,Yves Saint Laurent,Babycat,yves-saint-laurent-babycat,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/babycat,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
327,Xerjoff,Erba Gold,xerjoff-erba-gold,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/Erba_Gold,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
328,Yves Saint Laurent,Tuxedo Eau de Parfum,yves-saint-laurent-tuxedo-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/tuxedo-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
329,Parfums d'Elmar,Zaya,parfums-delmar-zaya,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_dElmar/zaya,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
330,Serge Lutens,Chergui Eau de Parfum,serge-lutens-chergui-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Serge_Lutens/chergui-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
331,Gritti,Pomelo Sorrento,gritti-pomelo-sorrento,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Gritti/Pomelo_Sorrento,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
332,Pana Dora,Moonlight,pana-dora-moonlight,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/pana-dora/moonlight,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
333,Creed,Aventus Cologne,creed-aventus-cologne,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Creed/Aventus_Cologne,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
334,Argos,Triumph of Bacchus Eau de Parfum,argos-triumph-of-bacchus-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Argos/triumph-of-bacchus-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
335,Pana Dora,Forever Love,pana-dora-forever-love,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/pana-dora/forever-love,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
336,Memo Paris,African Leather Eau de Parfum,memo-paris-african-leather-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/memo-paris/african-leather-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
337,Anfas,Ishq,anfas-ishq,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Anfas/ishq,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
338,Roberto Ugolini,17 Rosso,roberto-ugolini-17-rosso,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roberto_Ugolini/17-rosso,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
339,Tom Ford,Noir de Noir Eau de Parfum,tom-ford-noir-de-noir-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Noir_de_Noir_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
340,The Merchant Of Venice,Arabesque,the-merchant-of-venice-arabesque,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/The_Merchant_Of_Venice/Arabesque,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
341,Roberto Ugolini,Marzocco Eau de Parfum,roberto-ugolini-marzocco-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roberto_Ugolini/marzocco-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
342,Jo Malone,Wood Sage & Sea Salt Cologne,jo-malone-wood-sage-and-sea-salt-cologne,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Jo_Malone/Wood_Sage__Sea_Salt_Cologne,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
343,Tom Ford,Soleil Blanc Eau de Parfum,tom-ford-soleil-blanc-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Soleil_Blanc_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
344,Xerjoff,La Capitale,xerjoff-la-capitale,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/la-capitale,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
345,Roja Parfums,A Midsummer Dream,roja-parfums-a-midsummer-dream,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roja_Parfums/A_Midsummer_Dream,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
346,Chanel,Coromandel Eau de Parfum,chanel-coromandel-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Coromandel_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
347,Tom Ford,Mandarino di Amalfi Eau de Parfum,tom-ford-mandarino-di-amalfi-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Mandarino_di_Amalfi_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
348,Xerjoff,Opera,xerjoff-opera,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/Opera,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
349,Liquides Imaginaires,Blanche Bête,liquides-imaginaires-blanche-bete,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/liquides-imaginaires/blanche-bete,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
350,Xerjoff,Torino22,xerjoff-torino22,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/torino22,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
351,Xerjoff,Alexandria III,xerjoff-alexandria-iii,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/alexandria-iii,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
352,Roja Parfums,Burlington 1819,roja-parfums-burlington-1819,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roja_Parfums/burlington-1819,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
353,Widian,Sahara,widian-sahara,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Widian/sahara,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
354,Initio,Blessed Baraka,initio-blessed-baraka,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/Blessed_Baraka,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
355,The House of Oud,Dates Delight,the-house-of-oud-dates-delight,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/The_House_of_Oud/Dates_Delight,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
356,Rosendo Mateu - Olfactive Expressions,"5 - Floral, Amber, Sensual Musk Eau de Parfum",rosendo-mateu-olfactive-expressions-5-floral-amber-sensual-musk-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Rosendo_Mateu__Olfactive_Expressions/5-floral-amber-sensual-musk-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
357,Dior,Gris Dior Eau de Parfum,dior-gris-dior-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Dior/gris-dior-gris-montaigne-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
358,Creed,Absolu Aventus,creed-absolu-aventus,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Creed/absolu-aventus,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
359,Initio,Paragon,initio-paragon,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/paragon,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
360,Dior,Bois d'Argent Eau de Parfum,dior-bois-dargent-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Dior/bois-d-argent-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
361,Maison Francis Kurkdjian,Gentle Fluidity (Gold),maison-francis-kurkdjian-gentle-fluidity-gold,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/gentle-fluidity-gold,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
362,Marc-Antoine Barrois,Tilia,marc-antoine-barrois-tilia,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/tilia,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
363,Van Cleef & Arpels,Orchidée Vanille,van-cleef-and-arpels-orchidee-vanille,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/orchidee-vanille,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
364,Stéphane Humbert Lucas,God of Fire,stephane-humbert-lucas-god-of-fire,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Stephane_Humbert_Lucas/god-of-fire,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
365,Sospiro,Il Padrino,sospiro-il-padrino,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Sospiro/il-padrino,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
366,Xerjoff,Uden Overdose,xerjoff-uden-overdose,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/Uden_Overdose,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
367,Louis Vuitton,Les Sables Roses,louis-vuitton-les-sables-roses,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Louis_Vuitton/Les_Sables_Roses,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
368,Liquides Imaginaires,Liquide (2022),liquides-imaginaires-liquide-2022,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/liquides-imaginaires/liquide-2022,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
369,Daniel Josier,Ambre Tabac Eau de Parfum,daniel-josier-ambre-tabac-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Daniel_Josier/ambre-tabac-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
370,Zimaya,Sharaf Blend,zimaya-sharaf-blend,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/zimaya/sharaf-blend,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
371,Profumum Roma,Acqua e Zucchero,profumum-roma-acqua-e-zucchero,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Profumum_Roma/Acqua_e_Zucchero,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
372,Initio,Absolute Aphrodisiac,initio-absolute-aphrodisiac,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/Absolute_Aphrodisiac,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
373,Tom Ford,Eau de Soleil Blanc,tom-ford-eau-de-soleil-blanc,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Eau_de_Soleil_Blanc,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
374,Amouage,Outlands,amouage-outlands,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Amouage/outlands,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
375,Casamorati,Dolce Amalfi Eau de Parfum,casamorati-dolce-amalfi-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/casamorati/dolce-amalfi-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
376,Nobile 1942,Il Capriccio del Maestro,nobile-1942-il-capriccio-del-maestro,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nobile_1942/Il_Capriccio_del_Maestro,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
377,Gucci,Gucci Intense Oud,gucci-gucci-intense-oud,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Gucci/Gucci_Intense_Oud,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
378,Xerjoff,Accento Overdose,xerjoff-accento-overdose,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/accento-overdose,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
379,Van Cleef & Arpels,Bois Doré,van-cleef-and-arpels-bois-dore,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/bois-dore,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
380,Diptyque,Philosykos Eau de Parfum,diptyque-philosykos-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Diptyque/Philosykos_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
381,Ex Nihilo,Blue Talisman Eau de Parfum,ex-nihilo-blue-talisman-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Ex_Nihilo/blue-talisman-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
382,Maison Crivelli,Hibiscus Mahajád,maison-crivelli-hibiscus-mahajad,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Crivelli/hibiscus-mahajad-1,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
383,Lattafa,Khamrah Qahwa,lattafa-khamrah-qahwa,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Lattafa/khamrah-qahwa,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
384,Roberto Ugolini,Marzocco Extrait de Parfum,roberto-ugolini-marzocco-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roberto_Ugolini/marzocco-extrait-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
385,Xerjoff,Fars,xerjoff-fars,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/fars,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
386,Casamorati,Bouquet Ideale Eau de Parfum,casamorati-bouquet-ideale-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/casamorati/bouquet-ideale-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
387,Roja Parfums,Oceania Eau de Parfum,roja-parfums-oceania-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Roja_Parfums/oceania-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
388,Une Nuit Nomade,Sugar Leather,une-nuit-nomade-sugar-leather,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Une_Nuit_Nomade/sugar-leather,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
389,Swiss Arabian,Shaghaf Oud Tonka Eau de Parfum,swiss-arabian-shaghaf-oud-tonka-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Swiss_Arabian/shaghaf-oud-tonka-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
390,Xerjoff,Starlight,xerjoff-starlight,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/starlight,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
391,Diptyque,L'Eau Papier Eau de Toilette,diptyque-leau-papier-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Diptyque/l-eau-papier-eau-de-toilette,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
